user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
GCA_002495585.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__DTU008 sp002504525	GCA_002504525.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__DTU008 sp002504525	98.77	0.89	GCA_002504525.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__DTU008 sp002504525	98.77	0.89	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_001421185.1, s__DTU008 sp001421185, 95.0, 83.03, 0.77; GCA_002498285.1, s__DTU008 sp002498285, 95.0, 82.89, 0.79; GCA_001512965.1, s__DTU008 sp001512965, 95.0, 79.91, 0.65	96.1	11	N/A	N/A
GCA_000017625.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula boonei	GCF_000017625.1	95.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula boonei	100.0	1.0	GCF_000017625.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula boonei	100.0	1.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002502735.1, s__Methanoregula sp002502735, 95.0, 80.77, 0.5; GCA_003170075.1, s__Methanoregula sp003170075, 95.0, 80.36, 0.56; GCA_002508495.1, s__Methanoregula sp002508495, 95.0, 78.46, 0.17; GCA_002839605.1, s__Methanoregula sp002839605, 95.0, 78.19, 0.21; UBA11803, s__Methanoregula sp11803u, 95.0, 78.09, 0.17; GCA_002502245.1, s__Methanoregula sp002502245, 95.0, 78.06, 0.22; GCF_000327485.1, s__Methanoregula formicica, 95.0, 77.99, 0.24; GCA_002835825.1, s__Methanoregula sp002835825, 95.0, 77.96, 0.24; GCA_003157895.1, s__Methanoregula sp003157895, 95.0, 77.94, 0.24; GCA_003141335.1, s__Methanoregula sp003141335, 95.0, 77.92, 0.17; GCA_002839675.1, s__Methanoregula sp002839675, 95.0, 77.58, 0.22; GCA_003136075.1, s__Methanoregula sp003136075, 95.0, 77.57, 0.24; GCA_003154335.1, s__Methanoregula sp003154335, 95.0, 77.02, 0.11; GCA_002497485.1, s__Methanoregula sp002497485, 95.0, 76.82, 0.16; GCA_002495065.1, s__Methanoregula sp002495065, 95.0, 76.71, 0.09; GCA_002495055.1, s__Methanoregula sp002495055, 95.0, 76.62, 0.1	97.11	11	N/A	N/A
GCA_000327485.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula formicica	GCF_000327485.1	95.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula formicica	100.0	1.0	GCF_000327485.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula formicica	100.0	1.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002835825.1, s__Methanoregula sp002835825, 95.0, 88.16, 0.86; GCA_002502245.1, s__Methanoregula sp002502245, 95.0, 79.75, 0.32; GCA_002839605.1, s__Methanoregula sp002839605, 95.0, 79.63, 0.39; GCA_002508495.1, s__Methanoregula sp002508495, 95.0, 79.35, 0.41; UBA11803, s__Methanoregula sp11803u, 95.0, 79.35, 0.4; GCA_003157895.1, s__Methanoregula sp003157895, 95.0, 79.02, 0.34; GCA_002497485.1, s__Methanoregula sp002497485, 95.0, 78.42, 0.27; GCA_002839675.1, s__Methanoregula sp002839675, 95.0, 78.39, 0.3; GCA_002502735.1, s__Methanoregula sp002502735, 95.0, 78.36, 0.31; GCA_003170075.1, s__Methanoregula sp003170075, 95.0, 78.07, 0.3; GCA_003141335.1, s__Methanoregula sp003141335, 95.0, 78.04, 0.22; GCF_000017625.1, s__Methanoregula boonei, 95.0, 77.99, 0.24; GCA_002495055.1, s__Methanoregula sp002495055, 95.0, 77.74, 0.15; GCA_003154335.1, s__Methanoregula sp003154335, 95.0, 77.43, 0.15; GCA_003136075.1, s__Methanoregula sp003136075, 95.0, 77.41, 0.21; GCA_002495065.1, s__Methanoregula sp002495065, 95.0, 77.31, 0.12	97.23	11	N/A	N/A
GCA_000430905.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocorpusculum;s__Methanocorpusculum parvum	GCF_002287215.1	95.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocorpusculum;s__Methanocorpusculum parvum	98.47	0.9	GCF_002287215.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocorpusculum;s__Methanocorpusculum parvum	98.47	0.9	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocorpusculum;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002498375.1, s__Methanocorpusculum sp002498375, 95.0, 89.02, 0.82; GCF_000015765.1, s__Methanocorpusculum labreanum, 95.0, 85.45, 0.79; GCA_002506085.1, s__Methanocorpusculum sp002506085, 95.0, 80.64, 0.53; GCA_001940805.1, s__Methanocorpusculum sp001940805, 95.0, 77.32, 0.21	97.33	11	N/A	N/A
GCA_001421185.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__DTU008 sp001421185	GCA_001421185.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__DTU008 sp001421185	100.0	0.99	GCA_001421185.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__DTU008 sp001421185	100.0	0.99	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002498285.1, s__DTU008 sp002498285, 95.0, 87.78, 0.82; GCA_002504525.1, s__DTU008 sp002504525, 95.0, 83.15, 0.78; GCA_001512965.1, s__DTU008 sp001512965, 95.0, 81.73, 0.75	91.32	11	N/A	N/A
GCA_000328665.1	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;s__Methanomethylovorans hollandica	GCF_000328665.1	95.0	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;s__Methanomethylovorans hollandica	100.0	1.0	GCF_000328665.1	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;s__Methanomethylovorans hollandica	100.0	1.0	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_001896725.1, s__Methanomethylovorans sp001896725, 95.0, 82.18, 0.71; GCA_002508425.1, s__Methanomethylovorans sp002508425, 95.0, 81.43, 0.64	99.08	11	N/A	N/A
GCA_000063445.1	d__Archaea;p__Halobacterota;c__Methanocellia;o__Methanocellales;f__Methanocellaceae;g__Methanocella_A;s__Methanocella_A arvoryzae	GCF_000063445.1	95.0	d__Archaea;p__Halobacterota;c__Methanocellia;o__Methanocellales;f__Methanocellaceae;g__Methanocella_A;s__Methanocella_A arvoryzae	100.0	1.0	GCF_000063445.1	d__Archaea;p__Halobacterota;c__Methanocellia;o__Methanocellales;f__Methanocellaceae;g__Methanocella_A;s__Methanocella_A arvoryzae	100.0	1.0	d__Archaea;p__Halobacterota;c__Methanocellia;o__Methanocellales;f__Methanocellaceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	98.42	11	N/A	N/A
GCA_002508555.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__DTU008 sp002504525	GCA_002504525.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__DTU008 sp002504525	99.27	0.97	GCA_002504525.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__DTU008 sp002504525	99.27	0.97	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_001421185.1, s__DTU008 sp001421185, 95.0, 83.07, 0.77; GCA_002498285.1, s__DTU008 sp002498285, 95.0, 83.05, 0.73; GCA_001512965.1, s__DTU008 sp001512965, 95.0, 80.08, 0.6	85.28	11	N/A	N/A
GCA_001412355.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__LKUD01;s__LKUD01 sp001412355	GCA_001412355.1	95.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__LKUD01;s__LKUD01 sp001412355	100.0	0.99	GCA_001412355.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__LKUD01;s__LKUD01 sp001412355	100.0	0.99	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	97.48	11	N/A	N/A
GCA_000306725.1	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus psychrophilus	GCF_000306725.1	95.0	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus psychrophilus	100.0	1.0	GCF_000306725.1	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus psychrophilus	100.0	1.0	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002501695.1, s__Methanolobus sp002501695, 95.0, 82.96, 0.79; GCF_002243045.1, s__Methanolobus psychrotolerans, 95.0, 77.87, 0.22; GCA_002508635.1, s__Methanolobus sp002508635, 95.0, 77.72, 0.26; GCA_001577565.1, s__Methanolobus sp001577565, 95.0, 77.59, 0.25; GCA_002507205.1, s__Methanolobus sp002507205, 95.0, 77.49, 0.23; GCF_900114835.1, s__Methanolobus profundi, 95.0, 77.35, 0.18; GCF_000504205.1, s__Methanolobus tindarius, 95.0, 77.27, 0.14; GCF_900100715.1, s__Methanolobus vulcani, 95.0, 76.94, 0.15	98.97	11	N/A	N/A
GCA_002499905.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__UBA9949;s__UBA9949 sp002499905	GCA_002499905.1	95.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__UBA9949;s__UBA9949 sp002499905	100.0	1.0	GCA_002499905.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__UBA9949;s__UBA9949 sp002499905	100.0	1.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__UBA9949;s__	ANI/Placement	topological placement and ANI have congruent species assignments	UBA10516, s__UBA9949 sp10516u, 95.0, 78.23, 0.3	98.01	11	N/A	N/A
GCA_002502005.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__DTU008 sp002504525	GCA_002504525.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__DTU008 sp002504525	99.15	0.93	GCA_002504525.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__DTU008 sp002504525	99.15	0.93	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_001421185.1, s__DTU008 sp001421185, 95.0, 83.06, 0.73; GCA_002498285.1, s__DTU008 sp002498285, 95.0, 82.86, 0.72; GCA_001512965.1, s__DTU008 sp001512965, 95.0, 79.8, 0.57	75.08	11	N/A	N/A
GCA_002502735.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp002502735	GCA_002502735.1	95.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp002502735	100.0	1.0	GCA_002502735.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp002502735	100.0	1.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_003170075.1, s__Methanoregula sp003170075, 95.0, 80.91, 0.58; GCF_000017625.1, s__Methanoregula boonei, 95.0, 80.77, 0.5; GCA_002502245.1, s__Methanoregula sp002502245, 95.0, 78.47, 0.24; GCA_002839605.1, s__Methanoregula sp002839605, 95.0, 78.41, 0.28; GCF_000327485.1, s__Methanoregula formicica, 95.0, 78.36, 0.31; GCA_002835825.1, s__Methanoregula sp002835825, 95.0, 78.33, 0.33; GCA_002508495.1, s__Methanoregula sp002508495, 95.0, 78.28, 0.25; GCA_002839675.1, s__Methanoregula sp002839675, 95.0, 78.04, 0.24; GCA_003157895.1, s__Methanoregula sp003157895, 95.0, 77.94, 0.25; UBA11803, s__Methanoregula sp11803u, 95.0, 77.84, 0.26; GCA_003136075.1, s__Methanoregula sp003136075, 95.0, 77.43, 0.25; GCA_002495055.1, s__Methanoregula sp002495055, 95.0, 77.37, 0.1; GCA_002497485.1, s__Methanoregula sp002497485, 95.0, 77.23, 0.19; GCA_003141335.1, s__Methanoregula sp003141335, 95.0, 77.19, 0.16; GCA_003154335.1, s__Methanoregula sp003154335, 95.0, 76.84, 0.1; GCA_002495065.1, s__Methanoregula sp002495065, 95.0, 76.52, 0.1	97.4	11	N/A	N/A
GCA_001577565.1	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus sp001577565	GCA_001577565.1	95.0	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus sp001577565	100.0	0.99	GCA_001577565.1	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus sp001577565	100.0	0.99	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002508635.1, s__Methanolobus sp002508635, 95.0, 94.5, 0.79; GCF_900114835.1, s__Methanolobus profundi, 95.0, 78.73, 0.27; GCF_900100715.1, s__Methanolobus vulcani, 95.0, 78.57, 0.22; GCF_000504205.1, s__Methanolobus tindarius, 95.0, 78.43, 0.21; GCA_002507205.1, s__Methanolobus sp002507205, 95.0, 78.04, 0.24; GCF_002243045.1, s__Methanolobus psychrotolerans, 95.0, 77.99, 0.21; GCF_000306725.1, s__Methanolobus psychrophilus, 95.0, 77.59, 0.25; GCA_002501695.1, s__Methanolobus sp002501695, 95.0, 77.0, 0.24	94.85	11	N/A	N/A
GCA_000504205.1	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus tindarius	GCF_000504205.1	95.0	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus tindarius	100.0	1.0	GCF_000504205.1	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus tindarius	100.0	1.0	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_900100715.1, s__Methanolobus vulcani, 95.0, 86.34, 0.81; GCF_900114835.1, s__Methanolobus profundi, 95.0, 80.95, 0.5; GCA_002507205.1, s__Methanolobus sp002507205, 95.0, 79.86, 0.53; GCF_002243045.1, s__Methanolobus psychrotolerans, 95.0, 79.31, 0.43; GCA_001577565.1, s__Methanolobus sp001577565, 95.0, 78.43, 0.21; GCA_002508635.1, s__Methanolobus sp002508635, 95.0, 78.24, 0.26; GCF_000306725.1, s__Methanolobus psychrophilus, 95.0, 77.27, 0.14; GCA_002501695.1, s__Methanolobus sp002501695, 95.0, 76.36, 0.15	99.02	11	N/A	N/A
GCA_002839545.1	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens_A;s__Methanoperedens_A sp002839545	GCA_002839545.1	95.0	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens_A;s__Methanoperedens_A sp002839545	100.0	0.98	GCA_002839545.1	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens_A;s__Methanoperedens_A sp002839545	100.0	0.98	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	94.61	11	N/A	N/A
GCA_003157895.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003157895	GCA_003157895.1	95.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003157895	100.0	0.98	GCA_003157895.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003157895	100.0	0.98	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002502245.1, s__Methanoregula sp002502245, 95.0, 82.37, 0.57; GCA_002497485.1, s__Methanoregula sp002497485, 95.0, 81.08, 0.48; GCA_002839605.1, s__Methanoregula sp002839605, 95.0, 79.44, 0.38; UBA11803, s__Methanoregula sp11803u, 95.0, 79.05, 0.28; GCF_000327485.1, s__Methanoregula formicica, 95.0, 79.02, 0.34; GCA_002508495.1, s__Methanoregula sp002508495, 95.0, 79.0, 0.24; GCA_002835825.1, s__Methanoregula sp002835825, 95.0, 78.97, 0.28; GCA_002839675.1, s__Methanoregula sp002839675, 95.0, 78.57, 0.33; GCA_003141335.1, s__Methanoregula sp003141335, 95.0, 78.41, 0.25; GCA_003170075.1, s__Methanoregula sp003170075, 95.0, 78.31, 0.28; GCF_000017625.1, s__Methanoregula boonei, 95.0, 77.94, 0.24; GCA_002502735.1, s__Methanoregula sp002502735, 95.0, 77.94, 0.25; GCA_002495055.1, s__Methanoregula sp002495055, 95.0, 77.78, 0.21; GCA_003154335.1, s__Methanoregula sp003154335, 95.0, 77.57, 0.19; GCA_003136075.1, s__Methanoregula sp003136075, 95.0, 77.47, 0.2; GCA_002495065.1, s__Methanoregula sp002495065, 95.0, 77.2, 0.18	83.47	11	N/A	N/A
GCA_002506105.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__Methanolinea sp002506105	GCA_002506105.1	95.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__Methanolinea sp002506105	100.0	1.0	GCA_002506105.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__Methanolinea sp002506105	100.0	1.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000235685.2, s__Methanolinea tarda, 95.0, 78.15, 0.19; UBA11423, s__Methanolinea sp11423u, 95.0, 78.04, 0.34; GCA_002509495.1, s__Methanolinea sp002509495, 95.0, 77.84, 0.19; GCA_002501965.1, s__Methanolinea sp002501965, 95.0, 76.72, 0.26	95.51	11	N/A	N/A
GCA_002496855.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__Methanolinea sp002506105	GCA_002506105.1	95.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__Methanolinea sp002506105	99.95	0.94	GCA_002506105.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__Methanolinea sp002506105	99.95	0.94	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__	ANI/Placement	topological placement and ANI have congruent species assignments	UBA11423, s__Methanolinea sp11423u, 95.0, 78.2, 0.34; GCA_002509495.1, s__Methanolinea sp002509495, 95.0, 77.94, 0.18; GCF_000235685.2, s__Methanolinea tarda, 95.0, 77.84, 0.19; GCA_002501965.1, s__Methanolinea sp002501965, 95.0, 76.72, 0.26	96.99	11	N/A	N/A
GCA_002508465.1	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina spelaei	GCF_002287235.1	95.0	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina spelaei	95.12	0.84	GCF_002287235.1	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina spelaei	95.12	0.84	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000970305.1, s__Methanosarcina barkeri_A, 95.0, 94.46, 0.86; UBA11020, s__Methanosarcina sp11020u, 95.0, 93.54, 0.77; GCF_000969905.1, s__Methanosarcina vacuolata, 95.0, 86.63, 0.76; GCF_000970025.1, s__Methanosarcina barkeri, 95.0, 86.54, 0.75; GCF_000195895.1, s__Methanosarcina barkeri_B, 95.0, 86.43, 0.78; GCA_002505485.1, s__Methanosarcina sp002505485, 95.0, 86.11, 0.71; GCA_002496565.1, s__Methanosarcina sp002496565, 95.0, 84.26, 0.67; GCA_002509325.1, s__Methanosarcina sp002509325, 95.0, 81.84, 0.69; GCA_002499445.1, s__Methanosarcina sp002499445, 95.0, 81.49, 0.63; GCF_001304615.1, s__Methanosarcina flavescens, 95.0, 80.99, 0.61; GCF_000969885.1, s__Methanosarcina thermophila, 95.0, 80.51, 0.61; GCA_001714685.2, s__Methanosarcina sp001714685, 95.0, 79.23, 0.41; GCF_000007345.1, s__Methanosarcina acetivorans, 95.0, 78.85, 0.4; GCF_000970285.1, s__Methanosarcina horonobensis, 95.0, 78.77, 0.41; GCF_000979455.1, s__Methanosarcina sp000979455, 95.0, 78.62, 0.38; GCF_000970085.1, s__Methanosarcina siciliae, 95.0, 78.57, 0.36; GCF_000969965.1, s__Methanosarcina sp000969965, 95.0, 78.48, 0.36; GCF_000970265.1, s__Methanosarcina lacustris, 95.0, 78.34, 0.35; UBA10923, s__Methanosarcina sp10923u, 95.0, 78.32, 0.39; GCF_000970205.1, s__Methanosarcina mazei, 95.0, 78.3, 0.34; UBA8098, s__Methanosarcina sp8098u, 95.0, 77.95, 0.34; GCA_003157235.1, s__Methanosarcina sp003157235, 95.0, 77.55, 0.26; GCA_003164755.1, s__Methanosarcina sp003164755, 95.0, 77.47, 0.23	70.22	11	N/A	N/A
